0.75,2.,1.,0.5000000000000001,0.05
0.75,2.,1.,1.,0.05
0.75,2.,1.,4.,0.05
0.75,2.,1.,9.,0.05
0.75,2.,1.,16.,0.05
0.75,2.,1.,36.,0.05
0.75,2.,1.,64.,0.05
0.75,2.,1.,100.,0.05
